Index,Time,voltage,velocity
7984,15.969575,-5218,-0.129883125
7985,15.971554,-7003,-0.141601384
7986,15.973556,6130,-0.0947283283
7987,15.975557,9705,-0.0542470515
7988,15.977562,-4966,-0.0585082397
7989,15.979585,-10354,-0.069161199
7990,15.981564,-15199,-0.0734223947
7991,15.983554,-10321,-0.0489205681
7992,15.985556,-6645,-0.027614627
7993,15.987560,-1919,-0.0457246788
7994,15.989578,7964,-0.0457246788
7995,15.991576,-1560,-0.069161199
7996,15.993555,-4485,-0.141601384
7997,15.995557,-4382,-0.18527858
7998,15.997561,-16737,-0.179952085
7999,15.999563,10587,-0.178886786
8000,16.001580,16679,-0.190605044
8001,16.003559,-3276,-0.19486624
8002,16.005562,6795,-0.201258034
8003,16.007554,3101,-0.253457576
8004,16.009556,10883,-0.273698211
8005,16.011577,13671,-0.243869901
8006,16.013556,-14999,-0.218302771
8007,16.015558,-12913,-0.208715096
8008,16.017562,2059,-0.149058476
8009,16.019563,10015,-0.0830100626
8010,16.021585,-14001,-0.0744876936
8011,16.023564,9082,-0.0670306161
8012,16.025555,3509,-0.0382675976
8013,16.027558,-9970,-0.0521164574
8014,16.029560,-15437,-0.0819447637
8015,16.031656,9577,-0.076618284
8016,16.033557,-16204,-0.0414634869
8017,16.035559,16660,-0.0350717045
8018,16.037563,4716,-0.0830100626
8019,16.039564,-15752,-0.130948424
8020,16.041555,-11362,-0.0947283283
8021,16.043575,-10428,-0.130948424
8022,16.045581,13220,-0.176756203
8023,16.047562,-16108,-0.128817827
8024,16.049564,17555,-0.127752542
8025,16.051554,2559,-0.235347524
8026,16.053649,14277,-0.263045251
8027,16.055560,3480,-0.201258034
8028,16.057564,7308,-0.253457576
8029,16.059554,-5151,-0.281155318
8030,16.061556,-4601,-0.191670343
8031,16.063559,17657,-0.141601384
8032,16.065578,-11111,-0.161842048
8033,16.067559,-3500,-0.124556646
8034,16.069562,4754,-0.0574429408
8035,16.071564,-7329,-0.0798141733
8036,16.073555,-10051,-0.0744876936
8037,16.075590,-10928,-0.0478552692
8038,16.077575,2994,-0.0393328965
8039,16.079554,1660,-0.043594081
8040,16.081557,14850,-0.0585082397
8041,16.083558,-12071,-0.0883365497
8042,16.085560,5507,-0.120295458
8043,16.087577,-8494,-0.126687244
8044,16.089556,-11414,-0.111773081
8045,16.091557,2563,-0.119230159
8046,16.093560,-17062,-0.108577192
8047,16.095562,17818,-0.0830100626
8048,16.097590,4269,-0.106446601
8049,16.099580,1236,-0.151189074
